"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"03.3AF","GO:0006857","oligopeptide transport","1/57","26/21869",0.0656409512262386,0.31853657346523,0.28795358377867,"AT5G55930",1
"03.3AF","GO:0015833","peptide transport","1/57","26/21869",0.0656409512262386,0.31853657346523,0.28795358377867,"AT5G55930",1
"03.3AF","GO:0046174","polyol catabolic process","1/57","26/21869",0.0656409512262386,0.31853657346523,0.28795358377867,"AT5G64000",1
"03.3AF","GO:0009664","plant-type cell wall organization","2/57","161/21869",0.0660866614457246,0.31853657346523,0.28795358377867,"AT3G45970/AT5G60920",2
"03.3AF","GO:0007163","establishment or maintenance of cell polarity","1/57","27/21869",0.0680791907437089,0.31853657346523,0.28795358377867,"AT1G59610",1
"03.3AF","GO:0010268","brassinosteroid homeostasis","1/57","27/21869",0.0680791907437089,0.31853657346523,0.28795358377867,"AT2G38050",1
"03.3AF","GO:1901607","alpha-amino acid biosynthetic process","2/57","165/21869",0.0689709858578457,0.31853657346523,0.28795358377867,"AT1G15710/AT2G04400",2
"03.3AF","GO:0010876","lipid localization","2/57","166/21869",0.0696985423127991,0.31853657346523,0.28795358377867,"AT3G27660/AT2G15050",2
"03.3AF","GO:0006835","dicarboxylic acid transport","1/57","28/21869",0.0705111789374461,0.31853657346523,0.28795358377867,"AT4G24570",1
"03.3AF","GO:0098661","inorganic anion transmembrane transport","1/57","28/21869",0.0705111789374461,0.31853657346523,0.28795358377867,"AT4G24570",1
"03.3AF","GO:0019748","secondary metabolic process","3/57","367/21869",0.0706839082329184,0.31853657346523,0.28795358377867,"AT1G15950/AT3G50740/AT2G38470",3
"03.3AF","GO:0010167","response to nitrate","1/57","33/21869",0.0825778996626801,0.324016813968599,0.292907661345799,"AT3G62930",1
"03.3AF","GO:0009825","multidimensional cell growth","1/57","40/21869",0.0992131253556143,0.347723936932565,0.314338641607475,"AT5G60920",1
"03.3AF","GO:0009911","positive regulation of flower development","1/57","41/21869",0.101565264796483,0.347723936932565,0.314338641607475,"AT4G35900",1
"03.3AF","GO:0045168","cell-cell signaling involved in cell fate commitment","1/57","42/21869",0.103911369794954,0.347723936932565,0.314338641607475,"AT5G65930",1
"03.3AF","GO:0051259","protein complex oligomerization","1/57","55/21869",0.133868468021373,0.352049031684063,0.318248480029882,"AT3G46230",1
"03.3AF","GO:2000243","positive regulation of reproductive process","1/57","65/21869",0.15624078063212,0.352049031684063,0.318248480029882,"AT4G35900",1
"03.3AF","GO:0009846","pollen germination","1/57","69/21869",0.165029864294288,0.362439005760239,0.327640903129232,"AT5G65930",1
"03.3AF","GO:0002684","positive regulation of immune system process","1/57","90/21869",0.20971746288656,0.386361934657311,0.349266969597691,"AT4G39830",1
"03.3AF","GO:0050778","positive regulation of immune response","1/57","90/21869",0.20971746288656,0.386361934657311,0.349266969597691,"AT4G39830",1
"03.3AF","GO:0009735","response to cytokinin","1/57","112/21869",0.254012538255178,0.404322709974986,0.365503314341107,"AT1G03850",1
"03.3AF","GO:0009648","photoperiodism","1/57","149/21869",0.323070739681007,0.456364301171564,0.41254834445359,"AT4G35900",1
"03.3AF","GO:0007623","circadian rhythm","1/57","150/21869",0.324847211496761,0.456364301171564,0.41254834445359,"AT1G15950",1
"03.3AF","GO:0048511","rhythmic process","1/57","150/21869",0.324847211496761,0.456364301171564,0.41254834445359,"AT1G15950",1
"03.3AF","GO:0051668","localization within membrane","1/57","169/21869",0.357742978826842,0.481150440515171,0.434954743738878,"AT5G25260",1
"03.3AF","GO:0003002","regionalization","1/57","182/21869",0.379337965645932,0.492997281195275,0.445664158338213,"AT5G65930",1
"03.3AF","GO:0009845","seed germination","1/57","182/21869",0.379337965645932,0.492997281195275,0.445664158338213,"AT3G27660",1
"03.3AG","GO:0006576","cellular biogenic amine metabolic process","4/60","68/21869",3.65610163873684e-05,0.00868938219276122,0.00649121929510176,"AT1G70310/AT4G08870/AT4G39950/AT4G31500",4
"03.3AG","GO:0044106","cellular amine metabolic process","4/60","78/21869",6.27422293843491e-05,0.00868938219276122,0.00649121929510176,"AT1G70310/AT4G08870/AT4G39950/AT4G31500",4
"03.3AG","GO:0019748","secondary metabolic process","7/60","367/21869",6.36512882334637e-05,0.00868938219276122,0.00649121929510176,"AT1G05850/AT2G30490/AT1G02920/AT1G16490/AT4G39950/AT5G65640/AT4G31500",7
"03.3AG","GO:0009072","aromatic amino acid family metabolic process","4/60","79/21869",6.59535650304457e-05,0.00868938219276122,0.00649121929510176,"AT4G08870/AT5G66120/AT4G39950/AT4G31500",4
"03.3AG","GO:0052544","defense response by callose deposition in cell wall","2/60","16/21869",0.000866560447101168,0.0351376318228258,0.0262488251308037,"AT4G39950/AT4G31500",2
"03.3AG","GO:0009620","response to fungus","5/60","353/21869",0.00281259838755626,0.0773887368622495,0.0578116200668757,"AT4G08870/AT5G54430/AT3G43720/AT5G42650/AT4G31500",5
"03.3AG","GO:0019747","regulation of isoprenoid metabolic process","2/60","35/21869",0.00415521989210684,0.0842231108900118,0.0629170947225894,"AT4G17600/AT5G65640",2
"03.3AG","GO:0009911","positive regulation of flower development","2/60","41/21869",0.00566643766720849,0.0933191453318399,0.0697120949847361,"AT3G44110/AT5G41990",2
"03.3AG","GO:0009789","positive regulation of abscisic acid-activated signaling pathway","2/60","53/21869",0.00932394787430992,0.127750568809681,0.0954333620989129,"AT3G15730/AT5G41790",2
"03.3AG","GO:0030244","cellulose biosynthetic process","2/60","65/21869",0.013781283292935,0.142466676687648,0.106426719427105,"AT1G05850/AT5G06700",2
"03.3AG","GO:2000243","positive regulation of reproductive process","2/60","65/21869",0.013781283292935,0.142466676687648,0.106426719427105,"AT3G44110/AT5G41990",2
"03.3AG","GO:0006323","DNA packaging","2/60","66/21869",0.0141871196793361,0.142466676687648,0.106426719427105,"AT5G56950/AT5G04590",2
"03.3AG","GO:0009733","response to auxin","4/60","358/21869",0.0167801154390058,0.149740994755149,0.11186084497838,"AT1G23080/AT1G31340/AT4G38630/AT5G54490",4
"03.3AG","GO:0009834","plant-type secondary cell wall biogenesis","2/60","89/21869",0.024881986842979,0.164733078257268,0.123060364063154,"AT5G06700/AT1G16490",2
"03.3AG","GO:0051336","regulation of hydrolase activity","2/60","91/21869",0.0259289462582699,0.164733078257268,0.123060364063154,"AT3G44110/AT3G16420",2
"03.3AG","GO:0015807","L-amino acid transport","1/60","10/21869",0.0271053396786961,0.164733078257268,0.123060364063154,"AT5G64290",1
"03.3AG","GO:0045116","protein neddylation","1/60","10/21869",0.0271053396786961,0.164733078257268,0.123060364063154,"AT1G31340",1
"03.3AG","GO:1902600","proton transmembrane transport","2/60","95/21869",0.0280757534563205,0.164733078257268,0.123060364063154,"AT3G47950/AT4G04640",2
"03.3AG","GO:0023056","positive regulation of signaling","2/60","96/21869",0.0286233148435505,0.164733078257268,0.123060364063154,"AT3G15730/AT5G41790",2
"03.3AG","GO:0019740","nitrogen utilization","1/60","11/21869",0.0297758040009104,0.164733078257268,0.123060364063154,"AT5G64290",1
"03.3AG","GO:0033157","regulation of intracellular protein transport","1/60","11/21869",0.0297758040009104,0.164733078257268,0.123060364063154,"AT5G41790",1
"03.3AG","GO:0120029","proton export across plasma membrane","1/60","11/21869",0.0297758040009104,0.164733078257268,0.123060364063154,"AT3G47950",1
"03.3AG","GO:0009408","response to heat","3/60","257/21869",0.0336077680393673,0.164733078257268,0.123060364063154,"AT3G44110/AT1G05850/AT4G38630",3
"03.3AG","GO:0043248","proteasome assembly","1/60","14/21869",0.0377440240754487,0.164733078257268,0.123060364063154,"AT4G38630",1
"03.3AG","GO:0051223","regulation of protein transport","1/60","15/21869",0.0403857700628877,0.164733078257268,0.123060364063154,"AT5G41790",1
"03.3AG","GO:0070201","regulation of establishment of protein localization","1/60","15/21869",0.0403857700628877,0.164733078257268,0.123060364063154,"AT5G41790",1
"03.3AG","GO:0046348","amino sugar catabolic process","1/60","16/21869",0.0430203840372734,0.164733078257268,0.123060364063154,"AT1G05850",1
"03.3AG","GO:1901072","glucosamine-containing compound catabolic process","1/60","16/21869",0.0430203840372734,0.164733078257268,0.123060364063154,"AT1G05850",1
"03.3AG","GO:0009651","response to salt stress","4/60","483/21869",0.0434844296086718,0.164733078257268,0.123060364063154,"AT3G44110/AT1G05850/AT3G47950/AT4G38630",4
"03.3AG","GO:0009704","de-etiolation","1/60","17/21869",0.0456478849276666,0.164733078257268,0.123060364063154,"AT3G08010",1
"03.3AG","GO:0032386","regulation of intracellular transport","1/60","17/21869",0.0456478849276666,0.164733078257268,0.123060364063154,"AT5G41790",1
"03.3AG","GO:0071941","nitrogen cycle metabolic process","1/60","17/21869",0.0456478849276666,0.164733078257268,0.123060364063154,"AT4G08870",1
"03.3AG","GO:0051017","actin filament bundle assembly","1/60","21/21869",0.05608713450503,0.176993532240424,0.132219277055665,"AT4G26700",1
"03.3AG","GO:0009292","genetic transfer","1/60","26/21869",0.0689784031154945,0.178194208048361,0.133116216538674,"AT5G56950",1
"03.3AG","GO:0009294","DNA mediated transformation","1/60","26/21869",0.0689784031154945,0.178194208048361,0.133116216538674,"AT5G56950",1
"03.3AG","GO:0051788","response to misfolded protein","1/60","26/21869",0.0689784031154945,0.178194208048361,0.133116216538674,"AT4G38630",1
"03.3AG","GO:0030641","regulation of cellular pH","1/60","28/21869",0.0740862957171283,0.180756841865401,0.135030577963967,"AT3G47950",1
"03.3AG","GO:0051453","regulation of intracellular pH","1/60","28/21869",0.0740862957171283,0.180756841865401,0.135030577963967,"AT3G47950",1
"03.3AG","GO:0090627","plant epidermal cell differentiation","2/60","179/21869",0.0866724627433846,0.194509591166483,0.14530427863031,"AT1G05850/AT4G38630",2
"03.3AG","GO:0010167","response to nitrate","1/60","33/21869",0.0867357759471032,0.194509591166483,0.14530427863031,"AT1G05850",1
"03.3AG","GO:0006457","protein folding","2/60","195/21869",0.100136944509065,0.208062019790716,0.155428333969295,"AT3G44110/AT3G16420",2
"03.3AG","GO:0009825","multidimensional cell growth","1/60","40/21869",0.104160001148933,0.211124310021106,0.157715953156684,"AT1G05850",1
"03.3AG","GO:0140053","mitochondrial gene expression","1/60","55/21869",0.140404235784584,0.242877982867536,0.181436863262675,"AT3G18240",1
"03.3AG","GO:0009611","response to wounding","2/60","243/21869",0.14350806461841,0.242877982867536,0.181436863262675,"AT2G30490/AT5G42650",2
"03.3AG","GO:0036294","cellular response to decreased oxygen levels","2/60","244/21869",0.144450571122595,0.242877982867536,0.181436863262675,"AT5G03380/AT5G54490",2
"03.3AG","GO:0071453","cellular response to oxygen levels","2/60","244/21869",0.144450571122595,0.242877982867536,0.181436863262675,"AT5G03380/AT5G54490",2
"03.3AG","GO:0034504","protein localization to nucleus","1/60","65/21869",0.163761903108008,0.255332908100356,0.190741051891607,"AT5G41790",1
"03.3AG","GO:0090558","plant epidermis development","2/60","289/21869",0.188047028392702,0.278372988659983,0.207952657063485,"AT1G05850/AT4G38630",2
"03.3AG","GO:0007623","circadian rhythm","1/60","150/21869",0.338681244939265,0.410310381799983,0.306513697779274,"AT4G26700",1
"03.3AG","GO:0048511","rhythmic process","1/60","150/21869",0.338681244939265,0.410310381799983,0.306513697779274,"AT4G26700",1
"04.4D","GO:0009657","plastid organization","6/50","319/21869",8.50933048669628e-05,0.0348031616905878,0.0292004393543472,"AT1G35680/AT5G54600/AT2G33800/AT4G13670/AT4G27990/AT5G50920",6
"04.4D","GO:0042793","plastid transcription","2/50","11/21869",0.000278080235356017,0.0568674081303055,0.0477127140663482,"AT1G21600/AT4G13670",2
"04.4D","GO:0034599","cellular response to oxidative stress","3/50","76/21869",0.000702940691731114,0.0958342476393419,0.0804065492997695,"AT5G07470/AT1G77490/AT4G09320",3
"04.4D","GO:0006897","endocytosis","3/50","92/21869",0.00122388059922812,0.10011343301686,0.0839968579680774,"AT3G59290/AT2G20990/AT4G12780",3
"04.4D","GO:0000956","nuclear-transcribed mRNA catabolic process","2/50","73/21869",0.0121404649122052,0.233172833496701,0.1956359380258,"AT2G39260/AT4G34110",2
"04.4D","GO:0006612","protein targeting to membrane","2/50","74/21869",0.0124596370131972,0.233172833496701,0.1956359380258,"AT1G79940/AT2G20990",2
"04.4D","GO:0006790","sulfur compound metabolic process","4/50","423/21869",0.0157818385148094,0.233172833496701,0.1956359380258,"AT3G01910/AT4G22220/AT3G43800/AT4G14880",4
"04.4D","GO:0098662","inorganic cation transmembrane transport","3/50","232/21869",0.0160169020704405,0.233172833496701,0.1956359380258,"AT4G32060/AT4G32260/ATCG00430",3
"04.4D","GO:0006605","protein targeting","3/50","241/21869",0.0177086275228502,0.233172833496701,0.1956359380258,"AT1G79940/AT2G20990/AT5G50920",3
"04.4D","GO:0098655","cation transmembrane transport","3/50","242/21869",0.0179025404764625,0.233172833496701,0.1956359380258,"AT4G32060/AT4G32260/ATCG00430",3
"04.4D","GO:1902600","proton transmembrane transport","2/50","95/21869",0.0199808016719606,0.233172833496701,0.1956359380258,"AT4G32260/ATCG00430",2
"04.4D","GO:0098660","inorganic ion transmembrane transport","3/50","257/21869",0.0209544310642655,0.233172833496701,0.1956359380258,"AT4G32060/AT4G32260/ATCG00430",3
"04.4D","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","1/50","10/21869",0.0226342213813067,0.233172833496701,0.1956359380258,"AT2G39260",1
"04.4D","GO:0006336","DNA replication-independent nucleosome assembly","1/50","10/21869",0.0226342213813067,0.233172833496701,0.1956359380258,"AT1G21610",1
"04.4D","GO:0006491","N-glycan processing","1/50","10/21869",0.0226342213813067,0.233172833496701,0.1956359380258,"AT5G63840",1
"04.4D","GO:0070509","calcium ion import","1/50","10/21869",0.0226342213813067,0.233172833496701,0.1956359380258,"AT4G32060",1
"04.4D","GO:0009867","jasmonic acid mediated signaling pathway","2/50","107/21869",0.0249421556970037,0.233172833496701,0.1956359380258,"AT1G25540/AT2G39260",2
"04.4D","GO:0006402","mRNA catabolic process","2/50","109/21869",0.025813277146531,0.233172833496701,0.1956359380258,"AT2G39260/AT4G34110",2
"04.4D","GO:0071395","cellular response to jasmonic acid stimulus","2/50","111/21869",0.0266966952230186,0.233172833496701,0.1956359380258,"AT1G25540/AT2G39260",2
"04.4D","GO:0044000","movement in host","1/50","12/21869",0.0271004379400963,0.233172833496701,0.1956359380258,"AT2G20990",1
"04.4D","GO:0046739","transport of virus in multicellular host","1/50","12/21869",0.0271004379400963,0.233172833496701,0.1956359380258,"AT2G20990",1
"04.4D","GO:0052126","movement in host environment","1/50","12/21869",0.0271004379400963,0.233172833496701,0.1956359380258,"AT2G20990",1
"04.4D","GO:0090150","establishment of protein localization to membrane","2/50","114/21869",0.0280446038608683,0.233172833496701,0.1956359380258,"AT1G79940/AT2G20990",2
"04.4D","GO:0071398","cellular response to fatty acid","2/50","115/21869",0.0284999194604308,0.233172833496701,0.1956359380258,"AT1G25540/AT2G39260",2
"04.4D","GO:0009060","aerobic respiration","2/50","116/21869",0.028958215594101,0.233172833496701,0.1956359380258,"AT4G32470/ATCG00430",2
"04.4D","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","1/50","13/21869",0.0293260397199838,0.233172833496701,0.1956359380258,"AT4G34110",1
"04.4D","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","1/50","13/21869",0.0293260397199838,0.233172833496701,0.1956359380258,"AT4G32470",1
"04.4D","GO:0009970","cellular response to sulfate starvation","1/50","14/21869",0.0315466518179887,0.233172833496701,0.1956359380258,"ATCG00420",1
"04.4D","GO:0044766","multi-organism transport","1/50","14/21869",0.0315466518179887,0.233172833496701,0.1956359380258,"AT2G20990",1
"04.4D","GO:0046794","transport of virus","1/50","14/21869",0.0315466518179887,0.233172833496701,0.1956359380258,"AT2G20990",1
"04.4D","GO:1902579","multi-organism localization","1/50","14/21869",0.0315466518179887,0.233172833496701,0.1956359380258,"AT2G20990",1
"04.4D","GO:0006535","cysteine biosynthetic process from serine","1/50","15/21869",0.0337622851929192,0.233172833496701,0.1956359380258,"AT4G14880",1
"04.4D","GO:0010629","negative regulation of gene expression","3/50","311/21869",0.0341700561609168,0.233172833496701,0.1956359380258,"AT1G21610/AT2G39260/AT4G34110",3
"04.4D","GO:0006620","posttranslational protein targeting to endoplasmic reticulum membrane","1/50","16/21869",0.0359729507800131,0.233172833496701,0.1956359380258,"AT1G79940",1
"04.4D","GO:0048015","phosphatidylinositol-mediated signaling","1/50","17/21869",0.0381786594909906,0.233172833496701,0.1956359380258,"AT1G49340",1
